장르,순위,아티스트,곡명,앨범,앨범이미지,유튜브링크
해외_R&B／Soul,73,Jeff Bernat,Groovin',The Gentleman Approach,https://cdnimg.melon.co.kr/cm/album/images/021/24/668/2124668_500.jpg,https://www.youtube.com/watch?v=IojGQErD5dQ
해외_R&B／Soul,74,ZUHAIR,My Favourite Muse,"Sunflowers, Peonies & Lavender",https://cdnimg.melon.co.kr/cm2/album/images/106/73/071/10673071_20210805175755_500.jpg,https://www.youtube.com/watch?v=P4378VviB54
해외_R&B／Soul,75,PREP,Cheapest Flight,Futures,https://cdnimg.melon.co.kr/cm/album/images/101/03/511/10103511_500.jpg,https://www.youtube.com/watch?v=rqvA7T5FUTQ
해외_R&B／Soul,76,"Earth, Wind & Fire",September,The Eternal Dance,https://cdnimg.melon.co.kr/cm/album/images/003/22/242/322242_500.jpg,https://www.youtube.com/watch?v=Gs069dndIYk
해외_R&B／Soul,77,Bazzi,Mine,COSMIC,https://cdnimg.melon.co.kr/cm/album/images/101/03/631/10103631_500.jpg,https://www.youtube.com/watch?v=Gc71AmT_b2k
해외_R&B／Soul,78,Bruno Mars,Runaway Baby,Doo-Wops & Hooligans (International Ver.),https://cdnimg.melon.co.kr/cm/album/images/011/75/856/1175856_500.jpg,https://www.youtube.com/watch?v=CbE_fVjHdCY
해외_R&B／Soul,79,RINI,My Favourite Clothes,My Favourite Clothes,https://cdnimg.melon.co.kr/cm2/album/images/103/51/065/10351065_500.jpg,https://www.youtube.com/watch?v=6jaD5VHiHCo
해외_R&B／Soul,80,Bazzi,Beautiful (Feat. Camila Cabello),Beautiful (Feat. Camila Cabello),https://cdnimg.melon.co.kr/cm/album/images/101/90/987/10190987_500.jpg,https://www.youtube.com/watch?v=Uk1hv6h7O1Y
해외_R&B／Soul,81,"Jesse Barrera, Johnny Stimson, Jeff Bernat",Casual (Acoustic),Casual (Acoustic),https://cdnimg.melon.co.kr/cm2/album/images/104/79/164/10479164_20200821104237_500.jpg,https://www.youtube.com/watch?v=HlnurlJiqyA
해외_R&B／Soul,82,SZA,Snooze,SOS,https://cdnimg.melon.co.kr/cm2/album/images/105/39/691/10539691_20221208152803_500.jpg,https://www.youtube.com/watch?v=Sv5yCzPCkv8
